,х1,х2,х3,х4,х5,х6,х7,х8,х9,х10,х11,х12,х13,х14,х15,х16,х17,Y
404,2,"71,22245026","0,3",-1,0,0,"0,4","42,5",42,67,"-0,25",-1,140,"24,82","3,74","4,28","118,8","18,5"
405,2,"70,51061249","0,03",-8,"-2,5",0,"0,2","44,25","42,5",77,"-8,5","-2,75",176,"25,96","3,6","4,04","118,6",15
406,2,"82,24504089","0,3","2,5","-0,5",15,"0,8",44,43,111,"2,75","-0,75",17,"23,66","3,38","4,55","118,8",21
407,2,"69,99315643","0,3","2,5",-1,2,"0,7","44,25","43,75",101,"2,75",-1,2,"22,74","2,95","4,44","118,5","22,5"
408,2,"69,52498627","0,2",4,-1,108,"0,8","43,75","43,5",75,5,-1,108,"22,29","3,12","4,1","118,5","24,5"
409,1,"67,08008575","0,03",-5,0,0,"0,5","43,75","43,5",92,"-4,75","-0,25",147,"23,27","2,68","3,92","118,8","21,5"
410,1,"48,62422943","0,1",6,0,0,"0,8",42,"41,5",82,7,"-0,25",173,"21,28","2,85","4,23","119,1",32
411,2,"79,8247757","0,3",0,0,0,0,"44,25","43,25",171,"0,75","-0,5",105,"23,7","3,63","4,5","118,5",20
412,2,"61,93839645","0,35",0,0,0,0,"44,25","43,75",17,"1,5","-0,25",88,"24,26","3,46","3,9","118,5",18
413,2,"82,46954346","0,5","0,25",0,0,0,"45,75",45,174,"1,25","-0,75",105,"22,98","2,63","5,06","118,5","20,5"
414,1,"64,68720245","0,16","2,5",0,0,1,"42,25",42,90,3,"-0,5",80,"23,85","3,09","4,26","118,8",21
415,1,"49,35797501","0,2","4,5","-0,5",15,"0,7","46,5","44,75",97,5,-1,14,"20,95","3,13","4,2","118,5",28
416,2,"73,57974243",0,-5,0,0,"0,2",44,"43,5",114,"-4,75","-0,75",129,"23,4","5,94","2,6","118,8",21
417,2,"68,67624664","0,2","-0,5","-0,75",90,"0,3","44,25",44,79,"-0,5","-0,75",92,"23,7","3,48","4,28","118,5","19,5"
418,2,"67,58384705","0,05",-3,0,0,"0,1","44,75","44,5",176,2,"-0,5",35,"22,52","3,54","4,47","118,8","22,5"
419,1,"74,85557556","0,2","-1,5",-1,120,"0,5","43,5",43,52,"-1,5",-1,119,"24,72","3,47","4,2","118,5",18
420,2,"79,40588379","0,1","-1,75","-0,75",95,"0,5","46,75","45,75",14,"-1,75","-0,25",96,"22,5","2,86",5,"118,5",20
421,1,"65,47570038","0,08",-6,"-0,5",85,"0,25","42,25",42,46,"-5,75","-0,5",84,"24,21","2,9","4,59","118,5","19,5"
422,2,"52,93634415","0,1","6,5","-0,75",85,"0,8","44,5",44,84,"6,75","-0,75",83,"20,87","2,81","4,26",119,30
423,1,"79,43874359","0,2",2,-1,135,"0,3","46,25","45,75",97,"1,75","-1,25",148,"22,88","3,17","4,57","118,4","20,5"
424,1,"72,05749512","0,05","-3,5","-0,5",50,"0,4","42,75","42,5",154,"-3,25","-0,75",52,"25,25","3,29","4,73",119,"17,5"
425,1,"75,5592041","0,1",-1,"-1,5",170,"0,3",44,"43,5",82,"-0,75",-2,168,"22,32","2,62","5,25","118,8","24,5"
426,2,"76,82135773","0,05",2,-1,85,"0,2","44,75","43,5",1,2,"-1,25",84,"22,78","3,44",4,"118,5","22,5"
427,2,"33,41820526","0,4",0,0,0,0,"44,25","42,25",93,"-1,25",-1,44,"21,97","2,2","5,95","118,6",27
428,2,"67,06639099","0,04",3,0,0,"0,6",45,"44,5",105,"3,5","-0,75",64,"22,58","3,18","4,29","118,5",22
429,2,"74,08350372","0,4",0,0,0,0,"46,25","45,25",85,"0,75","-0,75",167,"22,73","3,29","4,38","118,5","21,5"
430,2,"71,46885681","0,05","-3,5",0,0,"0,2",45,"44,25",59,"-3,25","-0,75",121,"23,54","3,51","3,82","118,5",20
431,2,"62,66119003","0,03","-4,5","-1,5",85,"0,3","45,75","45,5",93,"-4,5","-1,5",85,"23,81","3,67","4,49",119,18
432,2,"55,01984787","0,04","-5,5",-1,75,"0,3",43,"42,5",125,"-5,75",-1,74,"23,98","3,48","3,91",119,"22,5"
433,2,"74,35181427","0,6",1,-1,65,"0,7","44,5",44,14,1,-1,64,"23,75","3,01","4,72","118,8",19
434,1,"77,2676239","0,1","-1,5","-0,5",105,"0,5","43,75","43,5",41,"-1,25","-0,5",105,"23,72","3,01","4,41","118,6","20,5"
435,2,"68,72827148","0,4",0,0,0,0,"45,5","44,5",74,"0,5","-0,75",158,"23,93","3,46","4,21","118,5","17,5"
436,1,"23,66872025","0,02",-11,"-0,5",5,"0,6","41,25","40,25",90,"-10,5","-0,75",6,"29,19","3,77","3,64","118,8",9
437,2,"71,26625824","0,3",0,0,0,0,"43,25","42,75",176,"3,25",0,0,"23,05","3,67","4,48","118,8","23,5"
438,2,"45,31416702","0,3",0,0,0,0,"43,5","42,5",113,"2,5",-1,48,"22,78","2,92","4,18","118,5","25,5"
439,2,"68,69541168","0,03","-5,5","-0,5",80,"0,2","41,25","40,75",77,"-5,25","-0,75",80,"24,1","3,06","4,43","118,5","21,5"
440,1,"63,77275848","0,2","-1,5","-1,5",85,"0,4","43,5","42,75",158,"-1,25","-2,25",86,"24,18","3,94","4,07","118,5",19
441,2,"79,73168945","0,4",2,-1,85,"0,7","46,25","45,75",158,"2,75","-1,5",84,"22,1","2,72","5,36","118,5",23
442,2,"71,74811554","0,3","1,75",0,0,"0,5","43,25","43,25",180,2,0,0,"23,93","3,17","4,38","118,6",20
443,2,"71,64955139","0,5","-1,25","-0,75",110,"0,9","45,25","44,5",26,"-1,25","-0,75",112,"24,21","3,3","4,71",119,"17,5"
444,1,"67,36482239","0,4",-2,"-3,75",10,"0,5",44,"41,5",102,"-2,25","-4,5",8,"26,2","3,75","4,41","118,5","14,5"
445,2,"68,7529068","0,1",0,0,0,0,"43,25","42,75",4,"-0,25","-2,5",71,"22,98","3,22","4,01","118,5",23
446,1,"71,35934448","0,05",-3,"-1,5",80,"0,4",42,"41,75",3,-3,"-1,5",79,"24,58","3,11","4,11","118,5","19,5"
447,2,"71,67145538","0,16","1,5","-0,75",35,"0,3","42,75","42,5",27,"2,75",-1,37,"24,05","3,16","4,25","118,6","20,5"
448,2,"71,45790863","0,6",0,0,0,0,"46,5","45,75",101,2,-1,44,"22,54","3,06","4,76","118,5","21,5"
449,2,"80,79671478","0,03",0,0,0,0,47,46,150,0,0,0,"22,18","3,02","4,07","118,8","21,5"
450,2,"73,59069061","0,05",-5,-1,70,"0,4","48,5",48,149,-5,-1,72,"22,38","2,9","3,32","118,5",19
451,2,"66,62286377","0,1","2,5",-1,75,"0,2","46,75","46,25",166,"2,75","-1,25",77,"21,94","3,14","4,96",119,24
452,2,"57,15537262","0,2","-0,5","-1,5",10,0,"43,75","41,75",98,"0,25","-2,5",16,"23,18","3,15","3,99","118,5",22
453,2,"68,06297302","0,03",8,0,0,"0,4",43,42,42,"8,75","-0,75",122,"21,58","3,25","3,65","118,8",29
454,2,"69,48117828","0,8","-0,5",0,0,"0,9","45,75","45,25",100,"-0,5",0,0,23,"3,29","4,54","118,5",20
455,1,"63,04449081","0,1","-2,5",0,0,"0,4","42,25","41,5",118,0,0,0,"23,41","3,02","4,78","118,5","22,5"
456,2,"75,47980499","0,8",1,"-0,75",75,"0,9","47,75","47,25",149,"1,25","-0,75",75,"21,98","2,46","5,12","118,5","21,5"
457,2,"65,29774475","0,4",0,"-0,5",160,"0,5","43,75",43,95,0,"-0,5",160,"23,5","3,15","3,98","118,5","20,5"
458,1,"66,52977753","0,02",-5,"-0,5",60,"0,4","42,5","41,75",111,-5,"-0,5",61,"23,71","2,67","5,14","118,5",21
459,1,"93,75769806","0,16",2,-2,125,"0,3",46,44,12,"2,25",-2,127,"22,3","2,41","5,32","119,2",25
460,1,"61,44010925","0,02",-8,0,0,"0,35","42,5","41,75",106,-8,0,0,"24,31","3,21","4,58","118,5",20
461,2,"52,89801407","0,2",6,"-0,5",75,"0,8","44,75","44,5",93,"6,75",-1,75,"20,94","2,72","4,32",119,30
462,2,"72,25462341","0,3",0,0,0,0,"45,5","44,75",95,0,"-0,5",127,"23,27","3,13","4,81","118,5",20
463,2,"77,53593445","0,05",-2,-2,70,"0,3",43,"42,75",95,"-2,25",-2,72,"24,52","3,53","4,35","118,5",18
464,2,"63,9151268","0,16","-0,5","-1,5",115,"0,4","43,75","43,25",26,"-0,5","-1,5",112,"23,66","3,46","4,12","118,5","20,5"
465,2,"69,68377686","0,1",-2,0,0,0,46,"45,25",90,"-0,25","-0,5",142,"23,21","3,24","4,16","118,8",20
466,2,"76,21081543","0,2","1,5",0,0,"0,5","43,5","43,25",95,3,"-1,25",55,"23,55","2,37","4,68","118,5",21
467,2,"71,88500977","0,05",-2,"-1,5",50,"0,16",45,"44,25",105,"-1,75","-1,75",53,"22,77","2,64","4,01","118,8","21,5"
468,1,"35,87679672","0,05",8,0,0,"0,6","40,25",40,14,"9,25",0,0,"21,47","3,75","3,82","118,8",33
469,2,"54,41478348","0,02",-11,"-0,75",5,"0,1","41,5","39,5",88,-11,"-0,75",176,"30,42","3,67","3,93","118,5",11
470,1,"66,77618408","0,5",1,-1,50,"0,8",45,"43,75",132,"1,25","-1,25",53,"23,13","3,19","4,14","118,5",21
471,2,"71,89322662","0,05",-2,0,0,"0,2","43,5","43,25",26,-2,"-0,25",84,"23,42","2,99","4,34","118,5",21
472,1,"61,41547012","0,05",5,"-1,5",75,"0,2","35,25","33,75",140,"6,5",-2,63,"26,79","3,69","4,74","118,5","27,5"
473,1,"61,35523605","0,4","-0,5","-0,5",125,"0,8","42,75","41,75",64,"-0,5","-0,5",125,"24,19","2,54","4,57","118,5",20
474,2,"44,43257904","0,05",-5,0,0,1,43,"42,5",74,"-4,75","-0,75",67,"25,84","3,89","3,91","119,1","15,5"
475,1,"60,13141632","0,16",0,0,0,0,42,"41,75",90,"-0,25",0,0,"23,9","2,95","4,64",119,"22,5"
476,1,"64,81314087","0,05","-3,75",-1,60,"0,6","45,75","44,75",174,"-3,75",-1,58,"23,12","2,97","4,76","118,5",20
477,2,"78,8062973","0,2",0,0,0,0,"44,25",44,90,"2,75","-1,25",80,"22,23","2,57","5,04","118,5",24
478,1,"50,79260635","0,03",-5,"-0,5",80,"0,4","41,5","41,25",78,"-5,25","-0,25",88,"25,21","3,61","4,06","118,5",18
479,2,"64,89527893","0,03","6,5","-1,5",100,"0,2",46,"44,5",21,7,-2,102,"21,02","2,55","4,58","118,5","28,5"
480,2,"70,60095978","0,1","-2,5","-1,5",105,"0,4","44,75",44,34,"-2,5","-1,5",103,"23,11","2,97","4,09","119,1","21,5"
481,1,"51,18138123","0,4","2,5",-4,170,"0,6","44,25","40,25",84,"2,75",-5,171,"23,71","3,08","4,25","119,2","22,5"
482,2,"72,54483032","0,05",-3,"-1,5",85,"0,5","45,25",45,57,-3,"-1,5",84,"22,79","3,24","4,27",119,22
483,2,"67,50170898","0,2",0,0,0,0,"48,25","47,75",29,"1,5","-0,75",71,"21,29","2,88","4,78","118,5",24
484,1,"77,57700348","0,2",0,"-1,5",95,"0,3","44,75",44,33,0,"-1,5",97,"22,86","3,12","4,32","118,5",22
485,2,"79,20602417","0,3",-3,"-1,5",100,"0,5","44,75","44,5",178,"0,5","-1,25",81,"22,99","2,92","4,79","118,5",22
486,2,"76,7857666","0,3",2,"-0,75",50,"0,5","42,5","42,25",95,"2,25","-0,75",50,"23,8","3,49","4,3","118,8",21
487,2,"51,32922745","0,05",2,-6,175,"0,4","45,25","39,75",85,"2,75","-6,25",173,"23,91","3,57","4,06","119,2",22
488,2,"78,11088562","0,08",3,-1,80,"0,3","44,75","43,75",174,"3,5",-1,79,"23,12","3,16","4,59","118,5","21,5"
489,2,"66,38192749","0,03",-3,0,0,"0,2",44,"43,25",83,"-2,75","-0,75",149,"23,37","3,03","4,51","118,5",21
490,2,"69,25119781","0,16",-2,-1,95,"0,5","46,75",46,25,-2,"-1,25",97,"22,96","3,38","4,51","118,5","19,5"
491,1,"83,22518921","0,05",-4,"-1,5",95,"0,2","43,25","42,75",117,"-4,25","-1,5",94,"24,11","2,72","4,32","118,6",19
492,1,"51,53182602","0,16","-1,5",-2,0,"0,3","45,5","43,75",83,"-1,25","-2,75",2,"25,24","4,93","3,61","118,8",17
493,2,"75,19506836","0,2",1,"-0,5",80,"0,3","43,25","43,25",90,"1,25","-0,75",78,"22,33","2,24","4,32","118,6","24,5"
494,2,"73,32785797","0,16","-1,5","-0,5",110,"0,5","46,75","46,25",70,"-1,5","-0,75",113,"22,28","2,39","4,74","118,6","21,5"
495,2,"74,36276245","0,2",-2,0,0,"0,4","45,25",44,9,"-0,5","-2,5",20,"22,63","2,7","4,09","118,5","22,5"
496,1,"70,83641052","0,2","0,75",-1,170,"0,4","45,75","44,25",86,1,"-1,25",168,"22,35","2,64","4,8","118,6","22,5"
497,2,"71,69335938","0,1","-0,75","-0,75",80,"0,3",44,"43,5",68,"-0,75","-0,75",77,"22,47","3,21","4,04","118,5","23,5"
498,2,"62,87747955","0,3","1,5",0,0,"0,9","42,75","42,25",64,"1,75","-0,25",106,"23,05","2,68","4,48","118,8","23,5"
499,2,"68,74743652","0,03",0,0,0,0,46,"45,25",126,0,"-0,5",74,"23,57","3,62","3,94","118,8",19
500,2,"65,9520874","0,2","-1,5",0,0,"0,4","42,5","41,75",37,"-0,25",-2,97,25,"3,24","4,66","118,4",18
501,2,"80,31484985","0,4",1,"-2,5",90,"0,5",44,"43,25",156,"1,25","-2,5",91,"22,97","2,87","4,59","118,5","22,5"
502,1,"66,67488098","0,05",-3,"-1,75",125,"0,4","43,5",43,23,"-2,75","-1,5",124,"24,58","3,56","4,05",119,"18,5"
503,2,"71,67693329","0,05",0,0,0,0,"46,25",46,122,"1,25","-0,5",63,"23,26","3,71","4,18","118,5","18,5"
504,1,"69,11704254","0,05",-4,-1,130,"0,16","45,5","44,75",173,"-3,75","-3,5",128,"25,16","3,36","3,99",119,14
505,1,"82,57357788","0,2",1,"-0,75",105,"0,4","45,75","45,5",54,1,"-0,75",103,"22,13","2,81","5,11","118,5",22
506,2,"81,04859924","0,2","-1,5",-1,165,"0,8","46,5","45,75",71,"-1,25","-1,25",166,"23,02","3,12","4,74","118,5","19,5"
507,2,"75,69062042","0,4",0,0,0,0,"44,25","44,25",90,2,"-1,5",8,"23,28","3,22","4,03","118,4","20,5"
508,2,"72,1423645","0,5",0,0,0,0,"47,5",47,97,2,"-1,25",119,"22,48","3,15","4,24","118,8","19,5"
509,2,"66,78713226","0,2",3,"-0,5",100,"0,6","45,5",45,21,"3,25","-0,75",102,"21,89","2,49","5,14","118,5","24,5"
510,1,"72,91718292","0,03",-6,0,0,"0,4",45,"44,75",165,"-5,25",-1,147,"23,85","3,52","4,77","118,5","18,5"
511,2,"34,3080101","0,05","-1,5","-1,5",125,"0,5","47,75",46,46,"-1,25","-1,75",125,"23,22","3,5",4,"119,2",19
512,1,"68,0273819","0,2","-0,5","-0,5",40,"0,5","43,75","43,5",141,"-0,5","-0,5",41,"22,92","3,02","4,39","118,8","22,5"
513,2,"65,22655487","0,7",0,0,0,0,"41,75","41,5",164,0,0,0,"23,36","2,5","5,16","118,5","22,5"
514,2,"76,71183777","0,02","-4,5",-3,75,"0,1","44,5",44,148,"-4,5",-3,77,"25,83","3,37","5,02","118,5","13,5"
515,2,"78,89938354","0,16","2,75","-0,5",90,"0,8","43,75","43,25",15,3,"-0,5",92,"22,83","2,71","4,64","118,5",23
516,1,"52,45174408","0,03",-23,0,0,"0,16",44,"43,5",104,"-23,25",-1,86,"25,06",3,"4,32",119,"16,5"
517,1,"62,2915802","0,05",-3,"-0,5",30,"0,5","41,75",41,93,"-2,75","-0,5",29,"24,74","3,36","4,93","118,6",20
518,2,"56,35591888","0,04",7,"-1,5",40,"0,5","40,75","39,25",111,"7,75","-0,75",31,"22,96","3,05","4,38","119,2","29,5"
519,1,"69,03490448","0,05","-3,5",-1,70,"0,4",47,"46,25",170,"-3,5",-1,71,"22,3","3,06","4,84","118,5",22
520,2,"66,30253601","0,16",3,"-1,5",75,"0,7",46,"45,5",173,"2,75","-1,25",75,"22,07","2,63","4,5","118,5",23
521,2,"73,30321503","0,2",0,0,0,0,"44,25",44,46,0,0,0,"22,74","2,73","4,39","118,5","22,5"
522,2,"68,26009369","0,3",1,0,0,"0,8","42,5",42,122,"1,25","-0,25",96,"24,12","3,1","4,08","118,5",20
523,1,"68,03833008","0,1",-3,"-2,5",165,"0,6","45,25","43,5",77,"-3,25","-2,75",162,"25,14","3,32","4,04","119,2","14,5"
524,2,"71,58110809","0,1",0,0,0,0,"46,75","45,75",91,"2,25","-0,75",3,"22,72","3,62","3,94","118,8",20
525,2,"75,81656647","0,1","-1,75","-0,5",5,"0,3",44,"43,5",77,"-1,5","-0,5",2,"22,84","2,93","4,32","118,5","22,5"
526,2,"70,37918854","0,2","1,5",-3,80,"0,4","45,25","44,5",166,2,-3,80,"23,39","2,71","5,11","118,5","19,5"
527,2,"89,32238007","0,1",0,0,0,0,"44,75",44,127,0,0,0,"24,48","3,2","4,71","118,5","17,5"
528,2,"69,91923523","0,4",1,-1,170,"0,8","45,5","44,25",88,1,-1,171,"22,68","2,84","4,14","118,5","21,5"
529,2,"64,67350769","0,4","-0,5","-1,5",95,"0,5","44,5","43,75",21,"-0,5","-1,75",95,"22,26","2,08","5,42","118,8",24
530,2,"73,39083099","0,3",0,0,0,0,45,"44,5",112,0,-1,35,"24,78","3,19","4,58","118,8",15
531,2,"60,71731567","0,03","5,5",-2,85,"0,1","45,25",44,6,"6,5",-2,86,"21,56","2,66","5,02","118,5",27
532,1,"75,41957855","0,2",0,-1,85,"0,3","43,75","42,75",171,"0,25",-1,84,"22,2","2,25","5,31","118,5",25
533,2,"42,97330475","0,05","9,5",-1,150,"0,4","43,5",42,64,10,"-1,25",150,"20,11","3,15","3,84","118,8",35
534,1,"74,0205307","0,3","-1,5","-1,5",100,"0,5","42,5","41,5",28,"-1,25","-1,5",101,"24,84","3,8","4,01","118,5","18,5"
535,2,"70,70773315","0,03",-8,0,0,"0,2","44,75","44,5",1,"-6,25",-1,96,"22,46","2,94","5,34","118,6",23
536,2,"84,04654694","0,05","-2,5","-0,75",150,"0,1","44,75","43,5",77,"-2,25","-0,75",151,"24,63","2,82","4,91","118,8",19
537,1,"56,35318375","0,02","-12,5",0,0,"0,3","39,75",39,144,"-11,5","-2,25",90,"29,44","3,56","4,35","118,5",12
538,1,"73,41820526","0,5","-0,75","-0,5",80,"0,6","44,75","44,25",90,"-0,5","-0,75",79,"22,98","2,84","4,95","118,8","21,5"
539,2,"74,34359741","0,03",-7,-3,65,"0,4",45,44,153,-7,"-3,25",66,"25,79","3,63","3,88","118,5","13,5"
540,2,"68,81861877","0,6","1,5",-1,65,"0,7","43,25","42,5",149,"1,5",-1,63,"23,82","2,87","5,15","118,6",21
541,2,"72,2436676","0,1",-3,-2,70,"0,3","44,5",43,154,-3,-2,69,"24,3","3,58","4,65","118,5",18
542,2,"62,42026138","0,05",5,-3,1,"0,3","43,25","40,5",94,"5,25","-3,5",1,"23,46","3,39","3,83","119,2",24
543,2,"49,45927429","0,05",7,"-1,5",165,"0,2",46,"43,75",76,"7,5","-1,5",164,"20,76","3,36","4,23","118,5",29
544,1,"84,15332031","0,3",0,0,0,0,"44,5",44,52,0,0,0,"24,9","3,93","3,98","118,8",15
545,2,"69,36618805","0,05","-4,5",-1,105,"0,4","44,25","43,25",96,"-4,75","-1,25",106,"25,44","3,48","3,85","118,8",15
546,2,"78,22860718","0,4",0,0,0,0,"45,75","44,75",178,4,"-2,75",89,"23,07","3,22","4,46","118,5","20,5"
547,2,"67,98083496","0,3","1,5",0,0,"0,7","43,75","43,5",103,2,"-0,25",5,"23,76","3,41","4,32","118,5",20
548,1,"71,84120178","0,4",0,1,161,"0,6","43,5","42,75",178,"0,75",-1,71,"23,82","2,9","4,97","118,5","20,5"
549,1,"71,84120178","0,1",3,"-0,5",95,"0,9","44,5",44,46,"3,25","-0,75",96,"22,88","2,86","4,59","118,5",22
550,2,"73,30869293","0,16",0,0,0,0,"43,75","43,25",169,"0,75",-1,84,"22,24","2,33","4,57","118,6",24
551,2,"80,43257904","0,2","0,5","-1,5",75,"0,4","46,75",46,167,"0,75","-1,25",77,"23,29","2,86","5,23","118,8","18,5"
552,2,"71,60575104","0,2",-1,"-0,75",115,"0,5","45,75",45,41,"-0,5","-0,75",115,"23,83","3,21","4,09","118,8","17,5"
553,2,"81,78507996","0,1","-2,5",0,0,"0,4","41,5","41,25",15,-2,"-0,75",111,"23,25","2,69","4,37","118,8","23,5"
554,2,"74,91854858","0,05",0,0,0,0,"44,75","44,25",127,"0,25","-0,75",60,24,"3,44","4,72","118,8","18,5"
555,2,"68,18891144","0,3",0,0,0,0,"46,5",46,29,"-0,25","-0,25",70,"23,39","2,77","4,51","118,8","17,5"
556,2,"78,21492004","0,3",2,"-2,5",95,"0,4","45,25","44,75",27,"2,5",-3,95,"22,91","3,13","4,18","118,6",21
557,2,"59,52635193","0,1","-0,75","-0,5",120,"0,5","42,5",42,86,"-0,5","-0,75",120,"24,19","3,01","4,11","118,5",20
558,1,"67,54003906","0,3",0,-1,35,"0,4",43,"42,75",6,"0,25","-1,25",34,"23,92","3,44","4,86","118,8","20,5"
559,1,"66,66392517","0,2","-2,5",0,0,"0,4",45,44,106,"-2,5","-0,75",85,"23,1","3,22","4,51","118,5",21
560,2,"75,87132263","0,05","2,75",-1,55,"0,5","43,25","42,25",132,3,"-1,25",53,"23,76","3,68","3,98","118,5",21
561,2,"58,30527115","0,03","-8,5",-1,110,"0,9",47,"46,5",37,"-8,75","-1,25",113,"25,35","3,32","4,58","118,8",11
562,2,"63,76180649","0,05",5,-1,160,"0,3","42,25","40,5",82,"5,5",-1,160,"22,44","2,22","4,73","118,6","26,5"
563,1,"73,14168549","0,03",-6,-1,0,"0,3","41,25",40,90,"-6,25","-1,75",177,"25,09","3,24","3,35","118,5",20
564,2,"67,46337891","0,2","0,5","-1,5",75,"0,4","46,5","45,5",150,"0,5",-2,72,"21,6","2,63","4,57","118,8",26
565,2,"65,50855255","0,16","4,5",-3,160,"0,5","44,25","41,25",73,"5,25","-3,25",161,"22,47","2,83","4,5","119,2","26,5"
566,2,"66,72689819","0,2",0,0,0,0,"44,5","44,25",156,0,0,0,"22,71","2,6","5,65","118,5","22,5"
567,1,"69,59890747","0,1",-2,-1,95,"0,5","42,5",42,66,"-1,5","-1,5",93,"24,19","3,37","4,57",119,21
568,2,"86,72689819","0,2","-1,25","-0,5",10,"0,4","45,5","44,75",10,"-1,25","-0,75",90,"22,77","3,02","5,22","118,5",22
569,1,"73,95756531","0,4","0,5","-1,5",45,0,"43,5","42,75",115,1,"-1,75",46,"23,77","2,6","5,14","118,8","20,5"
570,2,"75,99178314","0,03","-6,5",-1,50,"0,7","44,75","44,25",138,"-6,25","-1,25",53,"26,19","3,67","4,54",119,"12,5"
571,1,"74,15468597","0,2","1,5",0,0,"0,8","47,75","47,5",66,2,"-0,75",96,"22,34","3,37","4,98","118,5","20,5"
572,2,"81,11704254","0,3",0,0,0,0,47,46,156,-2,"-0,75",72,"22,82","2,72",5,"118,5",20
573,2,"73,79055786","0,05","-4,5","-0,5",55,"0,3","43,5","43,25",130,"-4,25","-0,5",53,"23,69","2,87","4,27","118,5",20
574,2,"68,71731567","0,03",-5,0,0,"0,3","44,75","43,5",82,-5,"-1,25",96,"22,36","2,82","4,43","119,2","24,5"
575,2,"82,21492004","0,3",0,0,0,0,"48,5",48,18,"0,5",-1,85,"21,99","3,25","5,38","118,6",21
576,2,"74,42573547","0,2",-1,-1,85,"0,4","44,25",44,66,"-0,75",-1,84,"24,62","3,24","4,44","118,6",16
577,1,"72,01916504","0,03",-8,0,0,"0,2","42,25","41,75",80,"-6,25","-0,5",173,"25,6","3,58","4,39","118,5",17
578,2,"75,94798279","0,2",0,0,0,0,"43,5",43,86,"0,75","-0,5",70,"23,52","3,1","3,64","118,4","20,5"
579,2,"68,80493164","0,03","-7,25",0,0,1,"45,75","44,25",93,"-7,25",0,0,"25,46","3,27","4,47","118,5","13,5"
580,2,"73,62628174","0,2","2,5","-0,5",65,"0,6",44,"43,75",123,3,"-0,5",64,"23,66","3,6","3,89","118,5",20
581,2,"81,27857971","0,05",-5,-2,70,"0,3",44,"43,5",152,"-6,75","-2,5",68,"23,87","2,43","5,18","118,5","19,5"
582,2,"72,62149048","0,05",0,0,0,0,"44,5",44,73,"-2,75","-1,5",68,"23,94","3,92","4,48","118,5",19
583,2,"73,00753021","0,2","1,5","-0,5",50,"0,7",43,"42,75",112,"1,75","-0,5",52,"23,85","3,14","4,15","118,5","20,5"
584,1,"70,54894257","0,1","-6,5",-2,95,"0,3","43,75","43,25",176,-6,"-2,75",93,"23,41","3,26","4,4","118,5",21
585,1,"65,47022247","0,2",0,-1,75,"0,4","44,25","43,5",2,0,-1,73,"25,01","3,09","4,64","118,5","16,5"
586,1,"64,54483032","0,03",8,-1,170,"0,2","41,5",40,81,"8,5","-1,25",171,"22,15","3,71","4,04","118,5",28
587,2,"69,75769806","0,4","0,75",0,0,"0,5","44,75","44,25",56,1,0,0,"23,39","2,97","4,5","118,5",20
588,2,"66,66119385","0,2",6,"-0,5",110,"0,5",45,45,90,"6,25","-0,5",105,"20,77","2,46","5,26","118,5",30
589,1,"37,48939133","0,02","-6,5",0,0,"0,7","42,75","41,75",112,"-6,5","-0,5",56,"26,39","3,17","4,24","118,5",14
590,2,"70,68035889","0,3",0,0,0,0,45,"44,5",170,"0,75","-0,25",175,"23,52","3,68","4,56",119,20
591,2,"68,41889191","0,05",-4,-1,80,"0,6","45,25",45,16,"-3,75",-1,81,"22,66","2,65","4,28","118,5",22
592,2,"71,80014038",0,-2,-1,90,"0,8","44,25","43,75",112,-2,-1,89,"22,7","2,72","4,55","118,8","22,5"
593,2,"52,72005463","0,05","-5,5",-2,170,"0,5","42,5","40,75",88,"-5,5","-2,25",165,"24,61","3,45","3,79","119,2",20
594,2,"66,09992981","0,04",-5,"-0,75",90,"0,4","42,75",42,63,"-5,25","-0,75",85,"24,44","3,14","4,09","118,5","19,5"
595,2,"81,08692932","0,3","1,25",-2,65,"0,4",48,47,121,"1,25","-2,25",63,"21,02","2,51","4,74","118,8","24,5"
596,2,"81,43463135","0,5","1,25",-1,0,"0,6",46,46,90,"1,5",-1,179,"23,09","3,53","4,09","118,5","19,5"
597,1,"56,50376511","0,5",0,0,0,0,"46,25","45,75",119,0,"-0,5",37,"23,54","3,28","3,77","118,8","17,5"
598,2,"64,85147095","0,1","-4,5",-1,80,"0,4","44,25",44,91,"-4,25","-1,25",80,"23,33","3,08","4,14","118,5",21
599,2,"53,80971909","0,03",-9,"-1,5",5,"0,5","44,25","42,75",85,-9,"-1,75",3,"25,92","3,18","4,2","118,5","13,5"
600,1,"57,89459229","0,3","1,75","-1,5",80,"0,4","42,5","42,5",180,2,"-1,5",80,"24,17","3,81","3,87","119,1","20,5"
601,2,"83,50170898","0,05",5,-3,60,"0,4","45,5","45,25",49,6,"-3,75",62,"22,61","3,24","4,32","118,8",21
602,2,"80,03833008","0,4","1,5",-2,60,0,"45,25","44,5",158,"2,25","-2,25",64,"23,79","3,13","4,78","118,5","19,5"
603,2,"10,212183","0,3","1,25","-1,25",175,"0,4",46,"44,25",88,"1,5","-1,25",177,"21,47","3,68","2,76",119,26
604,1,"69,12252045","0,5",1,0,0,"0,8",45,"44,75",142,0,0,0,"22,89","3,2","4,24","118,5",21
605,2,"79,24983215","0,2",3,0,0,"0,7","44,75","44,25",54,"3,25","-0,5",140,"22,86","2,89","4,29","118,5",22
